Project Name,Project URL,Commit Hash,Number of commits,Number of contributors,Number of Python files,Number of IPynb files,Number of lines of pure Python,Number of lines of IPynb Python,Has requirements.txt file,Total Pylint messages,convention,refactor,warning,error,fatal,import-pandas,import-numpy,import-pyplot,import-sklearn,import-tensorflow,import-pytorch,unnecessary-iteration-pandas,dataframe-iteration-modification-pandas,unnecessary-iteration-tensorflow,nan-numpy,chain-indexing-pandas,datatype-pandas,column-selection-pandas,merge-parameter-pandas,inplace-pandas,dataframe-conversion-pandas,scaler-missing-scikitlearn,hyperparameters-scikitlearn,hyperparameters-tensorflow,hyperparameters-pytorch,memory-release-tensorflow,deterministic-pytorch,randomness-control-numpy,randomness-control-scikitlearn,randomness-control-tensorflow,randomness-control-pytorch,randomness-control-dataloader-pytorch,missing-mask-tensorflow,missing-mask-pytorch,tensor-array-tensorflow,forward-pytorch,gradient-clear-pytorch,pipeline-not-used-scikitlearn,dependent-threshold-scikitlearn,dependent-threshold-tensorflow,dependent-thrld-pytorch
leo45890_tps-may-2022-eda-baseline-model,,no git,0,0,2,0,255,0,FALSE,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dansbecker_partial-plots-daily,,no git,0,0,2,0,146,0,FALSE,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
caozhiyu0720_starter-supermarket-sales-84094115-8,,no git,0,0,2,0,150,0,FALSE,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
adwaitkesharwani_simple-prediction-using-xgboost,,no git,0,0,2,0,123,0,FALSE,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matthewszhang_lstm-with-pytorch-and-groupkfold,,no git,0,0,2,0,454,0,FALSE,17,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,3,0,0,0,0,0
aleksandrmorozov123_google-smartphone-decimeter-challenge-2022,,no git,0,0,2,0,223,0,FALSE,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
akioonodera_tps-may2022-lgbm-binary-classification,,no git,0,0,2,0,289,0,FALSE,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
alanjo_apple-yoy-growth,,no git,0,0,2,0,70,0,FALSE,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merishnasuwal_starter-breast-cancer-prediction,,no git,0,0,2,0,148,0,FALSE,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
raviista_tpsmay22-art-of-eda,,no git,0,0,2,0,337,0,FALSE,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dlaststark_tps-may22-all-those-trees,,no git,0,0,2,0,565,0,FALSE,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hasanbasriakcay_tpsmay22-my100-notebook-autoblendingfunc,,no git,0,0,2,0,304,0,FALSE,13,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ashleygz_fx000,,no git,0,0,2,0,31,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asarthaks_addition-prediction-with-encoder-decoder-lstm,,no git,0,0,2,0,410,0,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shohanursobuj_car-insurance-eda-prediction-85-45-acc,,no git,0,0,2,0,1034,0,FALSE,29,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0
lucasmorin_jpx-macro-data-from-public-apis,,no git,0,0,2,0,949,0,FALSE,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aliaamiri_linear-classifiers-in-sentiment-analysis-91-acc,,no git,0,0,2,0,262,0,FALSE,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ibrahimserouis99_explore-tweets-about-messi-and-ronaldo,,no git,0,0,2,0,437,0,FALSE,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adinishad_basic-time-series-pt-1,,no git,0,0,2,0,235,0,FALSE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
noxidrw_sea-turtle-face-detection-inceptionv3-linear,,no git,0,0,2,0,667,0,FALSE,13,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
dazhongji_20190311jdz,,no git,0,0,2,0,75,0,FALSE,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bannourchaker_deep-learing-part5-transformer-con17,,no git,0,0,2,0,1698,0,FALSE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mannixlam_3-model-classification-with-full-report,,no git,0,0,2,0,450,0,FALSE,15,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0
suchitakumari_mall-customer-segmentation-k-mean-clustering,,no git,0,0,2,0,596,0,FALSE,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
alanjo_draft-graphics-api,,no git,0,0,2,0,24,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaicho0504_lgbm-ranker-using-original-csv-data,,no git,0,0,2,0,701,0,FALSE,11,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mohamedbakrey_reveal-humor-using-short-texts-classification-ml,,no git,0,0,2,0,494,0,FALSE,14,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,0,0,0
imranp_starter-synthetic-financial-datasets-cd6449a6-6,,no git,0,0,2,0,149,0,FALSE,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mpwolke_homeless-deaths-by-gender-and-age,,no git,0,0,2,0,221,0,FALSE,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phoonyein_melbourne-houses-price-analysis-prediction,,no git,0,0,2,0,500,0,FALSE,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ricksan4ez_heartdisease-visualisation-classification,,no git,0,0,2,0,638,0,FALSE,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
poojagupta0710_k-fold-cross-validation,,no git,0,0,2,0,82,0,FALSE,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lucaspimeentel_titanic-ml-from-disaster-top-5-solution,,no git,0,0,2,0,309,0,FALSE,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fadlarkan_fork-of-dl-project-1,,no git,0,0,2,0,619,0,FALSE,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
himanshunayal_malarial-cell-classification-no-pretrained-model,,no git,0,0,2,0,186,0,FALSE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
sharifur_count-vectorizer,,no git,0,0,2,0,55,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oneclicksimplify_jpx-augmented-dickey-fuller-test,,no git,0,0,2,0,238,0,FALSE,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wasshoiwasshoi_tps-2022-may-with-automl-pycaret1,,no git,0,0,2,0,274,0,FALSE,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dronax_car-prices-dataset,,no git,0,0,2,0,1545,0,FALSE,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rhythmcam_house-price-pipeline-prediction,,no git,0,0,2,0,107,0,FALSE,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
figfiglol_foursquare-turkey-eda-folium,,no git,0,0,2,0,199,0,FALSE,11,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mohamedsalama1429_titanic-dataset-visualization,,no git,0,0,2,0,209,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nlztrk_1st-place-solution-impute-powerfold-stack,,no git,0,0,2,0,470,0,FALSE,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tera555_eda-target-analysis,,no git,0,0,2,0,185,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sasakitetsuya_how-can-we-detect-proliferative-retinopathy,,no git,0,0,2,0,369,0,FALSE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
emirhanai_animal-computer-vision-97-00-accuracy-and-f1,,no git,0,0,2,0,447,0,FALSE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
guillermonavarr0_web-scraping-and-mapbox-on-python,,no git,0,0,2,0,155,0,FALSE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parisrohan_customer-churn-prediction,,no git,0,0,2,0,387,0,FALSE,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
zheruiqiu_pe-in-nerf,,no git,0,0,2,0,215,0,FALSE,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0
goyami_iris-practice,,no git,0,0,2,0,176,0,FALSE,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
karakasatarik_imputation-is-all-you-need-4th-place-solution,,no git,0,0,2,0,168,0,FALSE,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sv7productions_used-cars-price-prediction,,no git,0,0,2,0,756,0,FALSE,13,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ecliperandom_cse204-clean,,no git,0,0,2,0,667,0,FALSE,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
muhammedtausif_seaborn-figure-aesthetics,,no git,0,0,2,0,119,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhavinmoriya_plotly-again-is-worth-it,,no git,0,0,2,0,324,0,FALSE,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uditsharma72_titanic-machine-learning-from-disaster,,no git,0,0,2,0,243,0,FALSE,10,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
akshayasrinivasan2_drought-prediction-using-ml-algorithms,,no git,0,0,2,0,1682,0,FALSE,30,1,5,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0
calebreigada_tensorflow-time-series-forecasting-guide,,no git,0,0,2,0,561,0,FALSE,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
viveknariya_titanic-logistic-regression,,no git,0,0,2,0,138,0,FALSE,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dansbecker_summary-functions-and-maps-reference-daily,,no git,0,0,2,0,122,0,FALSE,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manifoldix_inceptionv3-for-retinopathy-gpu-hr,,no git,0,0,2,0,506,0,FALSE,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
stpeteishii_economic-index-similarity,,no git,0,0,2,0,115,0,FALSE,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
shivamanhar_tensorflow-cnn-image-classification,,no git,0,0,2,0,415,0,FALSE,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ramanand12_polynomial,,no git,0,0,2,0,435,0,FALSE,7,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
czmncut_facemaskdetection-pytorch-faster-r-cnn-7ca048,,no git,0,0,2,0,309,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alanjo_draft-2,,no git,0,0,2,0,32,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brunovpm_dm-santander,,no git,0,0,2,0,804,0,FALSE,17,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,9,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
dlaststark_tps-may22-eda-insights,,no git,0,0,2,0,239,0,FALSE,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
umang5916_lenet5-implementation-on-mnist-different-params,,no git,0,0,2,0,375,0,FALSE,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,3,0,0,0,0
stpeteishii_signal-of-smoking-visualize-importance,,no git,0,0,2,0,348,0,FALSE,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
peiquin_linear-regression-boston-housing,,no git,0,0,2,0,783,0,FALSE,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilstrup_find-a-feyn-qlattice-model-in-6-lines,,no git,0,0,2,0,79,0,FALSE,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucasgsalves_grupo4-task2,,no git,0,0,2,0,383,0,FALSE,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sanchman_breast-cancer-prediction-94-f1-ml,,no git,0,0,2,0,380,0,FALSE,6,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
shimjongsoo_iris-data-clustering,,no git,0,0,2,0,294,0,FALSE,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wonjinkim1010_simple-k-means-clustering,,no git,0,0,2,0,303,0,FALSE,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rhythmcam_titanic-lightautoml-prediction,,no git,0,0,2,0,129,0,FALSE,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
someshdev_streaming-website-comparison,,no git,0,0,2,0,377,0,FALSE,9,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
eunjini_classification,,no git,0,0,2,0,302,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poojagupta0710_hyperparameter-tuning-gridsearch-randomziedsearch,,no git,0,0,2,0,394,0,FALSE,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
raghdaasaidabueida_diabetes-classification,,no git,0,0,2,0,142,0,FALSE,8,2,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0
akash0000_starter-the-movies-dataset-bffc2c5f-f,,no git,0,0,2,0,209,0,FALSE,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lucasgsalves_prediction-malware,,no git,0,0,2,0,441,0,FALSE,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dansbecker_building-your-model,,no git,0,0,2,0,141,0,FALSE,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sixsense_experiments-with-iris,,no git,0,0,2,0,121,0,FALSE,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rhythmcam_tps-may-22-xgboost-simple-baseline,,no git,0,0,2,0,191,0,FALSE,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
junkoda_fast-awp,,no git,0,0,2,0,949,0,FALSE,10,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
lunapandachan_uwm-eda,,no git,0,0,2,0,321,0,FALSE,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
nancyalaswad90_histogram-and-its-shapes,,no git,0,0,2,0,80,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antonellomartiello_tps-0522-eda,,no git,0,0,2,0,702,0,FALSE,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dansbecker_grouping-and-sorting-reference-daily,,no git,0,0,2,0,126,0,FALSE,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walz194_spaceship-titanic-eda,,no git,0,0,2,0,668,0,FALSE,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
casati8_kaggle-tps2022-may-fastai-baseline,,no git,0,0,2,0,313,0,FALSE,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gauravduttakiit_delhi-riots-tweets,,no git,0,0,2,0,839,0,FALSE,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andls555_accountant-receivables-prediction-r2-score-999,,no git,0,0,2,0,536,0,FALSE,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
realneuralnetwork_kore-2022-simple-il-example,,no git,0,0,2,0,389,0,FALSE,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
michaelrocchio_keras-transformer-serious-work-in-progress,,no git,0,0,2,0,756,0,FALSE,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
sixsense_automl,,no git,0,0,2,0,85,0,FALSE,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gopalgoyal612002_auto-ml,,no git,0,0,2,0,114,0,FALSE,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dlaststark_tps-apr22-tfv2,,no git,0,0,2,0,301,0,FALSE,9,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mrinath_starter-life-expectancy-who-9536c272-3,,no git,0,0,2,0,149,0,FALSE,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pkp3836_titanic-survival-prediction-feature-creation,,no git,0,0,2,0,497,0,FALSE,8,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
konradb_tables-extracton,,no git,0,0,2,0,18,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bidwepallavi_movie-recomandation-system,,no git,0,0,2,0,296,0,FALSE,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
venkatkumar001_lets-try-1-i-o-features-glove-embed-with-lstm,,no git,0,0,2,0,139,0,FALSE,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
satoshidatamoto_jpx-purgedgrouptimeseries-cv-xgboost,,no git,0,0,2,0,914,0,FALSE,9,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
